Operacao,Estrutura,k,Esparsidade,Tempo_ns,Memoria_Bytes
GET,Tree,103,2.575e-07,14273,0
SOMA,Hash,104,2.6e-07,349412,674384
SOMA,Tree,104,2.6e-07,150464,59816
MULT,Hash,104,2.6e-07,248143,640000
MULT,Tree,104,2.6e-07,15683,0
TRANS,Hash,104,2.6e-07,19,0
TRANS,Tree,104,2.6e-07,25,0
ESCALAR,Hash,104,2.6e-07,50634,0
ESCALAR,Tree,104,2.6e-07,3303,0
SET,Hash,104,2.6e-07,28707,656960
SET,Tree,104,2.6e-07,73731,29864
GET,Hash,104,2.6e-07,4428,0
GET,Tree,104,2.6e-07,15267,0
SOMA,Hash,105,2.625e-07,350586,674640
SOMA,Tree,105,2.625e-07,158436,60392
MULT,Hash,105,2.625e-07,247692,640000
MULT,Tree,105,2.625e-07,15902,0
TRANS,Hash,105,2.625e-07,28,0
TRANS,Tree,105,2.625e-07,25,0
ESCALAR,Hash,105,2.625e-07,50769,0
ESCALAR,Tree,105,2.625e-07,3002,0
SET,Hash,105,2.625e-07,29738,657088
SET,Tree,105,2.625e-07,75247,30240
GET,Hash,105,2.625e-07,4513,0
GET,Tree,105,2.625e-07,14885,0
SOMA,Hash,106,2.65e-07,357962,674896
SOMA,Tree,106,2.65e-07,153747,60704
MULT,Hash,106,2.65e-07,248159,640464
MULT,Tree,106,2.65e-07,17414,576
TRANS,Hash,106,2.65e-07,21,0
TRANS,Tree,106,2.65e-07,21,0
ESCALAR,Hash,106,2.65e-07,71646,0
ESCALAR,Tree,106,2.65e-07,3199,0
SET,Hash,106,2.65e-07,30442,657216
SET,Tree,106,2.65e-07,70746,30440
GET,Hash,106,2.65e-07,5088,0
GET,Tree,106,2.65e-07,14989,0
SOMA,Hash,107,2.675e-07,352773,675152
SOMA,Tree,107,2.675e-07,159439,61544
MULT,Hash,107,2.675e-07,245636,640000
MULT,Tree,107,2.675e-07,16498,0
TRANS,Hash,107,2.675e-07,21,0
TRANS,Tree,107,2.675e-07,26,0
ESCALAR,Hash,107,2.675e-07,50941,0
ESCALAR,Tree,107,2.675e-07,3173,0
SET,Hash,107,2.675e-07,30294,657344
SET,Tree,107,2.675e-07,73486,30728
GET,Hash,107,2.675e-07,4717,0
GET,Tree,107,2.675e-07,14844,0
SOMA,Hash,108,2.7e-07,351380,675408
SOMA,Tree,108,2.7e-07,158516,62120
MULT,Hash,108,2.7e-07,246144,640336
MULT,Tree,108,2.7e-07,16424,288
TRANS,Hash,108,2.7e-07,20,0
TRANS,Tree,108,2.7e-07,21,0
ESCALAR,Hash,108,2.7e-07,50679,0
ESCALAR,Tree,108,2.7e-07,3231,0
SET,Hash,108,2.7e-07,29037,657472
SET,Tree,108,2.7e-07,72991,31016
GET,Hash,108,2.7e-07,4525,0
GET,Tree,108,2.7e-07,14867,0
SOMA,Hash,109,2.725e-07,350877,675664
SOMA,Tree,109,2.725e-07,164946,62784
MULT,Hash,109,2.725e-07,247308,640464
MULT,Tree,109,2.725e-07,17751,576
TRANS,Hash,109,2.725e-07,20,0
TRANS,Tree,109,2.725e-07,30,0
ESCALAR,Hash,109,2.725e-07,50725,0
ESCALAR,Tree,109,2.725e-07,3306,0
SET,Hash,109,2.725e-07,29776,657600
SET,Tree,109,2.725e-07,73117,31216
GET,Hash,109,2.725e-07,4929,0
GET,Tree,109,2.725e-07,15119,0
SOMA,Hash,110,2.75e-07,348345,675920
SOMA,Tree,110,2.75e-07,171109,63184
MULT,Hash,110,2.75e-07,245900,640000
MULT,Tree,110,2.75e-07,16193,0
TRANS,Hash,110,2.75e-07,27,0
TRANS,Tree,110,2.75e-07,20,0
ESCALAR,Hash,110,2.75e-07,50699,0
ESCALAR,Tree,110,2.75e-07,3315,0
SET,Hash,110,2.75e-07,30584,657728
SET,Tree,110,2.75e-07,72446,31680
GET,Hash,110,2.75e-07,4925,0
GET,Tree,110,2.75e-07,15032,0
SOMA,Hash,111,2.775e-07,355056,676176
SOMA,Tree,111,2.775e-07,166960,63496
MULT,Hash,111,2.775e-07,248370,640000
MULT,Tree,111,2.775e-07,17464,0
TRANS,Hash,111,2.775e-07,27,0
TRANS,Tree,111,2.775e-07,30,0
ESCALAR,Hash,111,2.775e-07,50725,0
ESCALAR,Tree,111,2.775e-07,3282,0
SET,Hash,111,2.775e-07,31077,657856
SET,Tree,111,2.775e-07,76641,31880
GET,Hash,111,2.775e-07,4601,0
GET,Tree,111,2.775e-07,15450,0
SOMA,Hash,112,2.8e-07,357036,676432
SOMA,Tree,112,2.8e-07,163543,63984
MULT,Hash,112,2.8e-07,243928,640464
MULT,Tree,112,2.8e-07,18430,576
TRANS,Hash,112,2.8e-07,22,0
TRANS,Tree,112,2.8e-07,21,0
ESCALAR,Hash,112,2.8e-07,51019,0
ESCALAR,Tree,112,2.8e-07,3420,0
SET,Hash,112,2.8e-07,30320,657984
SET,Tree,112,2.8e-07,76534,32168
GET,Hash,112,2.8e-07,4654,0
GET,Tree,112,2.8e-07,15941,0
SOMA,Hash,113,2.825e-07,353380,676688
SOMA,Tree,113,2.825e-07,168208,64912
MULT,Hash,113,2.825e-07,242459,640000
MULT,Tree,113,2.825e-07,17437,0
TRANS,Hash,113,2.825e-07,20,0
TRANS,Tree,113,2.825e-07,20,0
ESCALAR,Hash,113,2.825e-07,50724,0
ESCALAR,Tree,113,2.825e-07,3297,0
SET,Hash,113,2.825e-07,30815,658112
SET,Tree,113,2.825e-07,75038,32456
GET,Hash,113,2.825e-07,4643,0
GET,Tree,113,2.825e-07,15785,0
SOMA,Hash,114,2.85e-07,356945,676944
SOMA,Tree,114,2.85e-07,169716,65312
MULT,Hash,114,2.85e-07,245541,640000
MULT,Tree,114,2.85e-07,17439,0
TRANS,Hash,114,2.85e-07,23,0
TRANS,Tree,114,2.85e-07,23,0
ESCALAR,Hash,114,2.85e-07,51271,0
ESCALAR,Tree,114,2.85e-07,3408,0
SET,Hash,114,2.85e-07,31157,658240
SET,Tree,114,2.85e-07,75679,32832
GET,Hash,114,2.85e-07,4787,0
GET,Tree,114,2.85e-07,15980,0
SOMA,Hash,115,2.875e-07,358629,677200
SOMA,Tree,115,2.875e-07,168161,65888
MULT,Hash,115,2.875e-07,245724,640000
MULT,Tree,115,2.875e-07,17973,0
TRANS,Hash,115,2.875e-07,28,0
TRANS,Tree,115,2.875e-07,28,0
ESCALAR,Hash,115,2.875e-07,51179,0
ESCALAR,Tree,115,2.875e-07,3430,0
SET,Hash,115,2.875e-07,33014,658368
SET,Tree,115,2.875e-07,81849,33120
GET,Hash,115,2.875e-07,5351,0
GET,Tree,115,2.875e-07,20972,0
SOMA,Hash,116,2.9e-07,356960,677456
SOMA,Tree,116,2.9e-07,176342,66728
MULT,Hash,116,2.9e-07,245591,640336
MULT,Tree,116,2.9e-07,18465,288
TRANS,Hash,116,2.9e-07,21,0
TRANS,Tree,116,2.9e-07,28,0
ESCALAR,Hash,116,2.9e-07,50874,0
ESCALAR,Tree,116,2.9e-07,3288,0
SET,Hash,116,2.9e-07,31561,658496
SET,Tree,116,2.9e-07,77100,33320
GET,Hash,116,2.9e-07,5010,0
GET,Tree,116,2.9e-07,15914,0
SOMA,Hash,117,2.925e-07,358182,677712
SOMA,Tree,117,2.925e-07,175401,67392
MULT,Hash,117,2.925e-07,246380,640336
MULT,Tree,117,2.925e-07,18660,288
TRANS,Hash,117,2.925e-07,20,0
TRANS,Tree,117,2.925e-07,21,0
ESCALAR,Hash,117,2.925e-07,50733,0
ESCALAR,Tree,117,2.925e-07,3511,0
SET,Hash,117,2.925e-07,34158,658624
SET,Tree,117,2.925e-07,78128,33696
GET,Hash,117,2.925e-07,5468,0
GET,Tree,117,2.925e-07,16173,0
SOMA,Hash,118,2.95e-07,358392,677968
SOMA,Tree,118,2.95e-07,172781,67880
MULT,Hash,118,2.95e-07,245439,640336
MULT,Tree,118,2.95e-07,18449,288
TRANS,Hash,118,2.95e-07,27,0
TRANS,Tree,118,2.95e-07,26,0
ESCALAR,Hash,118,2.95e-07,50815,0
ESCALAR,Tree,118,2.95e-07,3377,0
SET,Hash,118,2.95e-07,31701,658752
SET,Tree,118,2.95e-07,79401,33984
GET,Hash,118,2.95e-07,4896,0
GET,Tree,118,2.95e-07,16424,0
SOMA,Hash,119,2.975e-07,357183,678224
SOMA,Tree,119,2.975e-07,173009,68456
MULT,Hash,119,2.975e-07,249142,640464
MULT,Tree,119,2.975e-07,19419,576
TRANS,Hash,119,2.975e-07,27,0
TRANS,Tree,119,2.975e-07,22,0
ESCALAR,Hash,119,2.975e-07,50761,0
ESCALAR,Tree,119,2.975e-07,3428,0
SET,Hash,119,2.975e-07,32282,658880
SET,Tree,119,2.975e-07,80978,34272
GET,Hash,119,2.975e-07,5519,0
GET,Tree,119,2.975e-07,16878,0
SOMA,Hash,120,3e-07,356890,678480
SOMA,Tree,120,3e-07,182715,68504
MULT,Hash,120,3e-07,247103,640000
MULT,Tree,120,3e-07,18534,0
TRANS,Hash,120,3e-07,21,0
TRANS,Tree,120,3e-07,24,0
ESCALAR,Hash,120,3e-07,51087,0
ESCALAR,Tree,120,3e-07,3563,0
SET,Hash,120,3e-07,32909,659008
SET,Tree,120,3e-07,92517,34472
GET,Hash,120,3e-07,5137,0
GET,Tree,120,3e-07,20576,0
SOMA,Hash,121,3.025e-07,362123,678736
SOMA,Tree,121,3.025e-07,177756,69344
MULT,Hash,121,3.025e-07,247312,640464
MULT,Tree,121,3.025e-07,19631,576
TRANS,Hash,121,3.025e-07,20,0
TRANS,Tree,121,3.025e-07,31,0
ESCALAR,Hash,121,3.025e-07,50931,0
ESCALAR,Tree,121,3.025e-07,3883,0
SET,Hash,121,3.025e-07,35308,659136
SET,Tree,121,3.025e-07,83485,34848
GET,Hash,121,3.025e-07,5044,0
GET,Tree,121,3.025e-07,17461,0
SOMA,Hash,122,3.05e-07,359822,678992
SOMA,Tree,122,3.05e-07,190755,70184
MULT,Hash,122,3.05e-07,247732,640000
MULT,Tree,122,3.05e-07,19065,0
TRANS,Hash,122,3.05e-07,28,0
TRANS,Tree,122,3.05e-07,23,0
ESCALAR,Hash,122,3.05e-07,50757,0
ESCALAR,Tree,122,3.05e-07,3704,0
SET,Hash,122,3.05e-07,32618,659264
SET,Tree,122,3.05e-07,85189,35136
GET,Hash,122,3.05e-07,5455,0
GET,Tree,122,3.05e-07,18351,0
SOMA,Hash,123,3.075e-07,362710,679248
SOMA,Tree,123,3.075e-07,181639,70496
MULT,Hash,123,3.075e-07,244640,640000
MULT,Tree,123,3.075e-07,19128,0
TRANS,Hash,123,3.075e-07,20,0
TRANS,Tree,123,3.075e-07,21,0
ESCALAR,Hash,123,3.075e-07,50888,0
ESCALAR,Tree,123,3.075e-07,3753,0
SET,Hash,123,3.075e-07,36099,659392
SET,Tree,123,3.075e-07,82055,35336
GET,Hash,123,3.075e-07,6011,0
GET,Tree,123,3.075e-07,16765,0
SOMA,Hash,124,3.1e-07,363625,679504
SOMA,Tree,124,3.1e-07,184646,71160
MULT,Hash,124,3.1e-07,227152,640000
MULT,Tree,124,3.1e-07,19284,0
TRANS,Hash,124,3.1e-07,27,0
TRANS,Tree,124,3.1e-07,31,0
ESCALAR,Hash,124,3.1e-07,50854,0
ESCALAR,Tree,124,3.1e-07,3527,0
SET,Hash,124,3.1e-07,32802,659520
SET,Tree,124,3.1e-07,84419,35712
GET,Hash,124,3.1e-07,5017,0
GET,Tree,124,3.1e-07,17496,0
SOMA,Hash,125,3.125e-07,357628,679760
SOMA,Tree,125,3.125e-07,193770,71824
MULT,Hash,125,3.125e-07,245079,640000
MULT,Tree,125,3.125e-07,19511,0
TRANS,Hash,125,3.125e-07,27,0
TRANS,Tree,125,3.125e-07,27,0
ESCALAR,Hash,125,3.125e-07,50963,0
ESCALAR,Tree,125,3.125e-07,3912,0
SET,Hash,125,3.125e-07,34540,659648
SET,Tree,125,3.125e-07,83298,36000
GET,Hash,125,3.125e-07,5523,0
GET,Tree,125,3.125e-07,17344,0
SOMA,Hash,126,3.15e-07,359427,680016
SOMA,Tree,126,3.15e-07,193180,72312
MULT,Hash,126,3.15e-07,244906,640336
MULT,Tree,126,3.15e-07,20224,288
TRANS,Hash,126,3.15e-07,28,0
TRANS,Tree,126,3.15e-07,24,0
ESCALAR,Hash,126,3.15e-07,50809,0
ESCALAR,Tree,126,3.15e-07,3794,0
SET,Hash,126,3.15e-07,35790,659776
SET,Tree,126,3.15e-07,86916,36288
GET,Hash,126,3.15e-07,5753,0
GET,Tree,126,3.15e-07,17842,0
SOMA,Hash,127,3.175e-07,363483,680272
SOMA,Tree,127,3.175e-07,189095,72976
MULT,Hash,127,3.175e-07,246242,640000
MULT,Tree,127,3.175e-07,19742,0
TRANS,Hash,127,3.175e-07,20,0
TRANS,Tree,127,3.175e-07,31,0
ESCALAR,Hash,127,3.175e-07,50773,0
ESCALAR,Tree,127,3.175e-07,3875,0
SET,Hash,127,3.175e-07,34012,659904
SET,Tree,127,3.175e-07,83610,36400
GET,Hash,127,3.175e-07,5675,0
GET,Tree,127,3.175e-07,17674,0
SOMA,Hash,128,3.2e-07,348134,680528
SOMA,Tree,128,3.2e-07,196331,73376
MULT,Hash,128,3.2e-07,225837,640000
MULT,Tree,128,3.2e-07,19200,0
TRANS,Hash,128,3.2e-07,22,0
TRANS,Tree,128,3.2e-07,20,0
ESCALAR,Hash,128,3.2e-07,51266,0
ESCALAR,Tree,128,3.2e-07,3898,0
SET,Hash,128,3.2e-07,38264,664144
SET,Tree,128,3.2e-07,85305,36776
GET,Hash,128,3.2e-07,5168,0
GET,Tree,128,3.2e-07,17825,0
SOMA,Hash,129,3.225e-07,363776,689440
SOMA,Tree,129,3.225e-07,192415,73952
MULT,Hash,129,3.225e-07,247920,640720
MULT,Tree,129,3.225e-07,22425,1152
TRANS,Hash,129,3.225e-07,19,0
TRANS,Tree,129,3.225e-07,20,0
ESCALAR,Hash,129,3.225e-07,50901,0
ESCALAR,Tree,129,3.225e-07,3801,0
SET,Hash,129,3.225e-07,38489,664272
SET,Tree,129,3.225e-07,89926,36976
GET,Hash,129,3.225e-07,4830,0
GET,Tree,129,3.225e-07,19435,0
SOMA,Hash,130,3.25e-07,362955,689696
SOMA,Tree,130,3.25e-07,194610,74616
MULT,Hash,130,3.25e-07,224723,640464
MULT,Tree,130,3.25e-07,21717,576
TRANS,Hash,130,3.25e-07,20,0
TRANS,Tree,130,3.25e-07,25,0
ESCALAR,Hash,130,3.25e-07,50858,0
ESCALAR,Tree,130,3.25e-07,3811,0
SET,Hash,130,3.25e-07,37742,664400
SET,Tree,130,3.25e-07,85603,37440
GET,Hash,130,3.25e-07,5420,0
GET,Tree,130,3.25e-07,17956,0
SOMA,Hash,131,3.275e-07,371125,689952
SOMA,Tree,131,3.275e-07,194879,74928
MULT,Hash,131,3.275e-07,243538,640000
MULT,Tree,131,3.275e-07,20532,0
TRANS,Hash,131,3.275e-07,28,0
TRANS,Tree,131,3.275e-07,31,0
ESCALAR,Hash,131,3.275e-07,50984,0
ESCALAR,Tree,131,3.275e-07,3738,0
SET,Hash,131,3.275e-07,38398,664528
SET,Tree,131,3.275e-07,89265,37552
GET,Hash,131,3.275e-07,5177,0
GET,Tree,131,3.275e-07,19000,0
SOMA,Hash,132,3.3e-07,356816,690208
SOMA,Tree,132,3.3e-07,200757,75504
MULT,Hash,132,3.3e-07,223278,640000
MULT,Tree,132,3.3e-07,20907,0
TRANS,Hash,132,3.3e-07,21,0
TRANS,Tree,132,3.3e-07,20,0
ESCALAR,Hash,132,3.3e-07,50863,0
ESCALAR,Tree,132,3.3e-07,3778,0
SET,Hash,132,3.3e-07,38382,664656
SET,Tree,132,3.3e-07,91802,37840
GET,Hash,132,3.3e-07,5456,0
GET,Tree,132,3.3e-07,19479,0
SOMA,Hash,133,3.325e-07,360833,690464
SOMA,Tree,133,3.325e-07,199255,76344
MULT,Hash,133,3.325e-07,249853,640464
MULT,Tree,133,3.325e-07,22225,576
TRANS,Hash,133,3.325e-07,20,0
TRANS,Tree,133,3.325e-07,19,0
ESCALAR,Hash,133,3.325e-07,51475,0
ESCALAR,Tree,133,3.325e-07,4248,0
SET,Hash,133,3.325e-07,39267,664784
SET,Tree,133,3.325e-07,91797,38304
GET,Hash,133,3.325e-07,5294,0
GET,Tree,133,3.325e-07,19944,0
SOMA,Hash,134,3.35e-07,371728,690720
SOMA,Tree,134,3.35e-07,204767,76920
MULT,Hash,134,3.35e-07,254170,640000
MULT,Tree,134,3.35e-07,21176,0
TRANS,Hash,134,3.35e-07,19,0
TRANS,Tree,134,3.35e-07,29,0
ESCALAR,Hash,134,3.35e-07,50992,0
ESCALAR,Tree,134,3.35e-07,4013,0
SET,Hash,134,3.35e-07,39108,664912
SET,Tree,134,3.35e-07,89017,38592
GET,Hash,134,3.35e-07,5177,0
GET,Tree,134,3.35e-07,18960,0
SOMA,Hash,135,3.375e-07,364686,690976
SOMA,Tree,135,3.375e-07,201680,77320
MULT,Hash,135,3.375e-07,250220,640000
MULT,Tree,135,3.375e-07,21214,0
TRANS,Hash,135,3.375e-07,29,0
TRANS,Tree,135,3.375e-07,27,0
ESCALAR,Hash,135,3.375e-07,51097,0
ESCALAR,Tree,135,3.375e-07,3922,0
SET,Hash,135,3.375e-07,39867,665040
SET,Tree,135,3.375e-07,90526,38704
GET,Hash,135,3.375e-07,5291,0
GET,Tree,135,3.375e-07,19452,0
SOMA,Hash,136,3.4e-07,367198,691232
SOMA,Tree,136,3.4e-07,206357,78336
MULT,Hash,136,3.4e-07,247666,640464
MULT,Tree,136,3.4e-07,22592,576
TRANS,Hash,136,3.4e-07,20,0
TRANS,Tree,136,3.4e-07,27,0
ESCALAR,Hash,136,3.4e-07,51007,0
ESCALAR,Tree,136,3.4e-07,3905,0
SET,Hash,136,3.4e-07,38567,665168
SET,Tree,136,3.4e-07,96821,39080
GET,Hash,136,3.4e-07,5651,0
GET,Tree,136,3.4e-07,23052,0
SOMA,Hash,137,3.425e-07,374052,691488
SOMA,Tree,137,3.425e-07,205815,78736
MULT,Hash,137,3.425e-07,245265,640464
MULT,Tree,137,3.425e-07,22964,576
TRANS,Hash,137,3.425e-07,20,0
TRANS,Tree,137,3.425e-07,17,0
ESCALAR,Hash,137,3.425e-07,51124,0
ESCALAR,Tree,137,3.425e-07,4074,0
SET,Hash,137,3.425e-07,40892,665296
SET,Tree,137,3.425e-07,91557,39456
GET,Hash,137,3.425e-07,5460,0
GET,Tree,137,3.425e-07,19183,0
SOMA,Hash,138,3.45e-07,378694,691744
SOMA,Tree,138,3.45e-07,207543,79048
MULT,Hash,138,3.45e-07,246305,640000
MULT,Tree,138,3.45e-07,21921,0
TRANS,Hash,138,3.45e-07,27,0
TRANS,Tree,138,3.45e-07,20,0
ESCALAR,Hash,138,3.45e-07,50985,0
ESCALAR,Tree,138,3.45e-07,4413,0
SET,Hash,138,3.45e-07,41984,665424
SET,Tree,138,3.45e-07,92593,39744
GET,Hash,138,3.45e-07,5133,0
GET,Tree,138,3.45e-07,19694,0
SOMA,Hash,139,3.475e-07,380174,692000
SOMA,Tree,139,3.475e-07,213374,79888
MULT,Hash,139,3.475e-07,247525,640464
MULT,Tree,139,3.475e-07,23314,576
TRANS,Hash,139,3.475e-07,20,0
TRANS,Tree,139,3.475e-07,26,0
ESCALAR,Hash,139,3.475e-07,51106,0
ESCALAR,Tree,139,3.475e-07,4072,0
SET,Hash,139,3.475e-07,39644,665552
SET,Tree,139,3.475e-07,93125,40032
GET,Hash,139,3.475e-07,5623,0
GET,Tree,139,3.475e-07,19441,0
SOMA,Hash,140,3.5e-07,375848,692256
SOMA,Tree,140,3.5e-07,214038,80112
MULT,Hash,140,3.5e-07,246087,640000
MULT,Tree,140,3.5e-07,22327,0
TRANS,Hash,140,3.5e-07,26,0
TRANS,Tree,140,3.5e-07,16,0
ESCALAR,Hash,140,3.5e-07,50944,0
ESCALAR,Tree,140,3.5e-07,4394,0
SET,Hash,140,3.5e-07,40543,665680
SET,Tree,140,3.5e-07,96014,40320
GET,Hash,140,3.5e-07,5462,0
GET,Tree,140,3.5e-07,20776,0
SOMA,Hash,141,3.525e-07,375297,692512
SOMA,Tree,141,3.525e-07,210914,81040
MULT,Hash,141,3.525e-07,246309,640592
MULT,Tree,141,3.525e-07,23848,864
TRANS,Hash,141,3.525e-07,26,0
TRANS,Tree,141,3.525e-07,26,0
ESCALAR,Hash,141,3.525e-07,51096,0
ESCALAR,Tree,141,3.525e-07,4125,0
SET,Hash,141,3.525e-07,41766,665808
SET,Tree,141,3.525e-07,95325,40608
GET,Hash,141,3.525e-07,5846,0
GET,Tree,141,3.525e-07,19933,0
SOMA,Hash,142,3.55e-07,379361,692768
SOMA,Tree,142,3.55e-07,212637,81616
MULT,Hash,142,3.55e-07,243620,640000
MULT,Tree,142,3.55e-07,22606,0
TRANS,Hash,142,3.55e-07,20,0
TRANS,Tree,142,3.55e-07,20,0
ESCALAR,Hash,142,3.55e-07,51013,0
ESCALAR,Tree,142,3.55e-07,4189,0
SET,Hash,142,3.55e-07,40532,665936
SET,Tree,142,3.55e-07,95771,40632
GET,Hash,142,3.55e-07,5583,0
GET,Tree,142,3.55e-07,20090,0
SOMA,Hash,143,3.575e-07,377920,693024
SOMA,Tree,143,3.575e-07,213869,82016
MULT,Hash,143,3.575e-07,252959,640336
MULT,Tree,143,3.575e-07,23060,288
TRANS,Hash,143,3.575e-07,21,0
TRANS,Tree,143,3.575e-07,30,0
ESCALAR,Hash,143,3.575e-07,51036,0
ESCALAR,Tree,143,3.575e-07,4264,0
SET,Hash,143,3.575e-07,41363,666064
SET,Tree,143,3.575e-07,97972,41096
GET,Hash,143,3.575e-07,5567,0
GET,Tree,143,3.575e-07,20521,0
SOMA,Hash,144,3.6e-07,383061,693280
SOMA,Tree,144,3.6e-07,214408,82592
MULT,Hash,144,3.6e-07,247490,640000
MULT,Tree,144,3.6e-07,22241,0
TRANS,Hash,144,3.6e-07,27,0
TRANS,Tree,144,3.6e-07,28,0
ESCALAR,Hash,144,3.6e-07,51104,0
ESCALAR,Tree,144,3.6e-07,4362,0
SET,Hash,144,3.6e-07,40793,666192
SET,Tree,144,3.6e-07,98815,41472
GET,Hash,144,3.6e-07,5332,0
GET,Tree,144,3.6e-07,20619,0
SOMA,Hash,145,3.625e-07,376735,693536
SOMA,Tree,145,3.625e-07,219319,82904
MULT,Hash,145,3.625e-07,247075,640464
MULT,Tree,145,3.625e-07,25138,576
TRANS,Hash,145,3.625e-07,20,0
TRANS,Tree,145,3.625e-07,24,0
ESCALAR,Hash,145,3.625e-07,51354,0
ESCALAR,Tree,145,3.625e-07,4240,0
SET,Hash,145,3.625e-07,41019,666320
SET,Tree,145,3.625e-07,101142,41584
GET,Hash,145,3.625e-07,6045,0
GET,Tree,145,3.625e-07,23346,0
SOMA,Hash,146,3.65e-07,373666,693792
SOMA,Tree,146,3.65e-07,226060,83744
MULT,Hash,146,3.65e-07,226574,640336
MULT,Tree,146,3.65e-07,22693,288
TRANS,Hash,146,3.65e-07,28,0
TRANS,Tree,146,3.65e-07,20,0
ESCALAR,Hash,146,3.65e-07,51520,0
ESCALAR,Tree,146,3.65e-07,4212,0
SET,Hash,146,3.65e-07,41692,666448
SET,Tree,146,3.65e-07,96910,42048
GET,Hash,146,3.65e-07,5794,0
GET,Tree,146,3.65e-07,20725,0
SOMA,Hash,147,3.675e-07,372822,694048
SOMA,Tree,147,3.675e-07,227295,84408
MULT,Hash,147,3.675e-07,225156,640464
MULT,Tree,147,3.675e-07,24920,576
TRANS,Hash,147,3.675e-07,21,0
TRANS,Tree,147,3.675e-07,30,0
ESCALAR,Hash,147,3.675e-07,51252,0
ESCALAR,Tree,147,3.675e-07,4240,0
SET,Hash,147,3.675e-07,40561,666576
SET,Tree,147,3.675e-07,99946,42160
GET,Hash,147,3.675e-07,5838,0
GET,Tree,147,3.675e-07,21349,0
SOMA,Hash,148,3.7e-07,372125,694304
SOMA,Tree,148,3.7e-07,220664,84720
MULT,Hash,148,3.7e-07,225702,640000
MULT,Tree,148,3.7e-07,23745,0
TRANS,Hash,148,3.7e-07,20,0
TRANS,Tree,148,3.7e-07,25,0
ESCALAR,Hash,148,3.7e-07,51093,0
ESCALAR,Tree,148,3.7e-07,4197,0
SET,Hash,148,3.7e-07,41673,666704
SET,Tree,148,3.7e-07,99522,42536
GET,Hash,148,3.7e-07,5904,0
GET,Tree,148,3.7e-07,21674,0
SOMA,Hash,149,3.725e-07,359322,694560
SOMA,Tree,149,3.725e-07,223676,85560
MULT,Hash,149,3.725e-07,227048,640336
MULT,Tree,149,3.725e-07,23666,288
TRANS,Hash,149,3.725e-07,20,0
TRANS,Tree,149,3.725e-07,20,0
ESCALAR,Hash,149,3.725e-07,51327,0
ESCALAR,Tree,149,3.725e-07,4458,0
SET,Hash,149,3.725e-07,43031,666832
SET,Tree,149,3.725e-07,97300,42824
GET,Hash,149,3.725e-07,5940,0
GET,Tree,149,3.725e-07,20665,0
SOMA,Hash,150,3.75e-07,379267,694816
SOMA,Tree,150,3.75e-07,230301,86048
MULT,Hash,150,3.75e-07,223856,640336
MULT,Tree,150,3.75e-07,23781,288
TRANS,Hash,150,3.75e-07,20,0
TRANS,Tree,150,3.75e-07,23,0
ESCALAR,Hash,150,3.75e-07,50986,0
ESCALAR,Tree,150,3.75e-07,4433,0
SET,Hash,150,3.75e-07,43575,666960
SET,Tree,150,3.75e-07,99786,43200
GET,Hash,150,3.75e-07,5951,0
GET,Tree,150,3.75e-07,21514,0
SOMA,Hash,151,3.775e-07,370725,695072
SOMA,Tree,151,3.775e-07,231246,86712
MULT,Hash,151,3.775e-07,224105,640464
MULT,Tree,151,3.775e-07,25081,576
TRANS,Hash,151,3.775e-07,20,0
TRANS,Tree,151,3.775e-07,16,0
ESCALAR,Hash,151,3.775e-07,51139,0
ESCALAR,Tree,151,3.775e-07,4957,0
SET,Hash,151,3.775e-07,43127,667088
SET,Tree,151,3.775e-07,107372,43400
GET,Hash,151,3.775e-07,6581,0
GET,Tree,151,3.775e-07,24050,0
SOMA,Hash,152,3.8e-07,374238,695328
SOMA,Tree,152,3.8e-07,230089,87376
MULT,Hash,152,3.8e-07,226263,640000
MULT,Tree,152,3.8e-07,24283,0
TRANS,Hash,152,3.8e-07,21,0
TRANS,Tree,152,3.8e-07,24,0
ESCALAR,Hash,152,3.8e-07,50888,0
ESCALAR,Tree,152,3.8e-07,4460,0
SET,Hash,152,3.8e-07,42723,667216
SET,Tree,152,3.8e-07,103897,43600
GET,Hash,152,3.8e-07,5857,0
GET,Tree,152,3.8e-07,21704,0
SOMA,Hash,153,3.825e-07,374725,695584
SOMA,Tree,153,3.825e-07,231550,87776
MULT,Hash,153,3.825e-07,224392,640336
MULT,Tree,153,3.825e-07,24569,288
TRANS,Hash,153,3.825e-07,22,0
TRANS,Tree,153,3.825e-07,25,0
ESCALAR,Hash,153,3.825e-07,51091,0
ESCALAR,Tree,153,3.825e-07,4578,0
SET,Hash,153,3.825e-07,44755,667344
SET,Tree,153,3.825e-07,103686,44064
GET,Hash,153,3.825e-07,6427,0
GET,Tree,153,3.825e-07,21839,0
SOMA,Hash,154,3.85e-07,381122,695840
SOMA,Tree,154,3.85e-07,234077,88088
MULT,Hash,154,3.85e-07,223967,640336
MULT,Tree,154,3.85e-07,25012,288
TRANS,Hash,154,3.85e-07,19,0
TRANS,Tree,154,3.85e-07,19,0
ESCALAR,Hash,154,3.85e-07,51347,0
ESCALAR,Tree,154,3.85e-07,4473,0
SET,Hash,154,3.85e-07,45451,667472
SET,Tree,154,3.85e-07,106252,44264
GET,Hash,154,3.85e-07,6353,0
GET,Tree,154,3.85e-07,22396,0
SOMA,Hash,155,3.875e-07,381884,696096
