Operacao,Estrutura,k,Esparsidade,Tempo_ns,Memoria_Bytes
SET,Tree,4210,1.0525e-05,3230287,1139000
GET,Hash,4210,1.0525e-05,176593,0
GET,Tree,4210,1.0525e-05,804045,0
SOMA,Hash,4310,1.0775e-05,2688230,2060992
SOMA,Tree,4310,1.0775e-05,7827335,2198760
MULT,Hash,4310,1.0775e-05,561189,789488
MULT,Tree,4310,1.0775e-05,1698279,241712
TRANS,Hash,4310,1.0775e-05,21,0
TRANS,Tree,4310,1.0775e-05,24,0
ESCALAR,Hash,4310,1.0775e-05,88369,0
ESCALAR,Tree,4310,1.0775e-05,125394,0
SET,Hash,4310,1.0775e-05,1039279,1344944
SET,Tree,4310,1.0775e-05,3339260,1166216
GET,Hash,4310,1.0775e-05,183620,0
GET,Tree,4310,1.0775e-05,827108,0
SOMA,Hash,4410,1.1025e-05,2787129,2086592
SOMA,Tree,4410,1.1025e-05,8001096,2245448
MULT,Hash,4410,1.1025e-05,578016,795120
MULT,Tree,4410,1.1025e-05,1764252,252096
TRANS,Hash,4410,1.1025e-05,20,0
TRANS,Tree,4410,1.1025e-05,26,0
ESCALAR,Hash,4410,1.1025e-05,91614,0
ESCALAR,Tree,4410,1.1025e-05,127279,0
SET,Hash,4410,1.1025e-05,1069954,1357744
SET,Tree,4410,1.1025e-05,3460828,1188152
GET,Hash,4410,1.1025e-05,191450,0
GET,Tree,4410,1.1025e-05,864911,0
SOMA,Hash,4510,1.1275e-05,2837800,2112192
SOMA,Tree,4510,1.1275e-05,8238680,2289760
MULT,Hash,4510,1.1275e-05,590028,800368
MULT,Tree,4510,1.1275e-05,1826783,261704
TRANS,Hash,4510,1.1275e-05,27,0
TRANS,Tree,4510,1.1275e-05,24,0
ESCALAR,Hash,4510,1.1275e-05,93749,0
ESCALAR,Tree,4510,1.1275e-05,131621,0
SET,Hash,4510,1.1275e-05,1089688,1370544
SET,Tree,4510,1.1275e-05,3513913,1215808
GET,Hash,4510,1.1275e-05,189544,0
GET,Tree,4510,1.1275e-05,888276,0
SOMA,Hash,4610,1.1525e-05,2903415,2137792
SOMA,Tree,4610,1.1525e-05,8440366,2328528
MULT,Hash,4610,1.1525e-05,601357,804336
MULT,Tree,4610,1.1525e-05,1868298,269928
TRANS,Hash,4610,1.1525e-05,19,0
TRANS,Tree,4610,1.1525e-05,26,0
ESCALAR,Hash,4610,1.1525e-05,94365,0
ESCALAR,Tree,4610,1.1525e-05,134529,0
SET,Hash,4610,1.1525e-05,1113720,1383344
SET,Tree,4610,1.1525e-05,3593351,1240736
GET,Hash,4610,1.1525e-05,200627,0
GET,Tree,4610,1.1525e-05,890335,0
SOMA,Hash,4710,1.1775e-05,2902675,2163392
SOMA,Tree,4710,1.1775e-05,8641240,2381904
MULT,Hash,4710,1.1775e-05,658075,860736
MULT,Tree,4710,1.1775e-05,2029052,305904
TRANS,Hash,4710,1.1775e-05,20,0
TRANS,Tree,4710,1.1775e-05,30,0
ESCALAR,Hash,4710,1.1775e-05,93801,0
ESCALAR,Tree,4710,1.1775e-05,134831,0
SET,Hash,4710,1.1775e-05,1133335,1396144
SET,Tree,4710,1.1775e-05,3665997,1265136
GET,Hash,4710,1.1775e-05,210561,0
GET,Tree,4710,1.1775e-05,918900,0
SOMA,Hash,4810,1.2025e-05,2997885,2188992
SOMA,Tree,4810,1.2025e-05,8729237,2426304
MULT,Hash,4810,1.2025e-05,669370,859584
MULT,Tree,4810,1.2025e-05,2050767,304544
TRANS,Hash,4810,1.2025e-05,20,0
TRANS,Tree,4810,1.2025e-05,20,0
ESCALAR,Hash,4810,1.2025e-05,93734,0
ESCALAR,Tree,4810,1.2025e-05,139154,0
SET,Hash,4810,1.2025e-05,1157121,1408944
SET,Tree,4810,1.2025e-05,3812342,1291824
GET,Hash,4810,1.2025e-05,205245,0
GET,Tree,4810,1.2025e-05,954391,0
SOMA,Hash,4910,1.2275e-05,3041650,2214592
SOMA,Tree,4910,1.2275e-05,8936266,2463136
MULT,Hash,4910,1.2275e-05,679628,869952
MULT,Tree,4910,1.2275e-05,2152017,325496
TRANS,Hash,4910,1.2275e-05,20,0
TRANS,Tree,4910,1.2275e-05,31,0
ESCALAR,Hash,4910,1.2275e-05,97349,0
ESCALAR,Tree,4910,1.2275e-05,143856,0
SET,Hash,4910,1.2275e-05,1176474,1421744
SET,Tree,4910,1.2275e-05,3826181,1316752
GET,Hash,4910,1.2275e-05,214373,0
GET,Tree,4910,1.2275e-05,960430,0
SOMA,Hash,5010,1.2525e-05,3091059,2240192
SOMA,Tree,5010,1.2525e-05,9199305,2509120
MULT,Hash,5010,1.2525e-05,722669,875712
MULT,Tree,5010,1.2525e-05,2209794,337312
TRANS,Hash,5010,1.2525e-05,19,0
TRANS,Tree,5010,1.2525e-05,24,0
ESCALAR,Hash,5010,1.2525e-05,94701,0
ESCALAR,Tree,5010,1.2525e-05,144747,0
SET,Hash,5010,1.2525e-05,1203555,1434544
SET,Tree,5010,1.2525e-05,3938378,1346256
GET,Hash,5010,1.2525e-05,216668,0
GET,Tree,5010,1.2525e-05,1002351,0
SOMA,Hash,5110,1.2775e-05,3169103,2265792
SOMA,Tree,5110,1.2775e-05,9471537,2548768
MULT,Hash,5110,1.2775e-05,712767,877248
MULT,Tree,5110,1.2775e-05,2243982,341472
TRANS,Hash,5110,1.2775e-05,25,0
TRANS,Tree,5110,1.2775e-05,39,0
ESCALAR,Hash,5110,1.2775e-05,99613,0
ESCALAR,Tree,5110,1.2775e-05,149893,0
SET,Hash,5110,1.2775e-05,1341325,1611712
SET,Tree,5110,1.2775e-05,4011740,1365552
GET,Hash,5110,1.2775e-05,199293,0
GET,Tree,5110,1.2775e-05,979642,0
SOMA,Hash,5210,1.3025e-05,3403220,2623440
SOMA,Tree,5210,1.3025e-05,9776003,2597568
MULT,Hash,5210,1.3025e-05,711520,879168
MULT,Tree,5210,1.3025e-05,2332659,343768
TRANS,Hash,5210,1.3025e-05,20,0
TRANS,Tree,5210,1.3025e-05,28,0
ESCALAR,Hash,5210,1.3025e-05,100888,0
ESCALAR,Tree,5210,1.3025e-05,150889,0
SET,Hash,5210,1.3025e-05,1341790,1624512
SET,Tree,5210,1.3025e-05,4039847,1394792
GET,Hash,5210,1.3025e-05,203603,0
GET,Tree,5210,1.3025e-05,1035471,0
SOMA,Hash,5310,1.3275e-05,3454162,2649040
SOMA,Tree,5310,1.3275e-05,9801697,2638272
MULT,Hash,5310,1.3275e-05,749985,894912
MULT,Tree,5310,1.3275e-05,2508001,374616
TRANS,Hash,5310,1.3275e-05,20,0
TRANS,Tree,5310,1.3275e-05,22,0
ESCALAR,Hash,5310,1.3275e-05,99491,0
ESCALAR,Tree,5310,1.3275e-05,155841,0
SET,Hash,5310,1.3275e-05,1365338,1637312
SET,Tree,5310,1.3275e-05,4143877,1412240
GET,Hash,5310,1.3275e-05,209719,0
GET,Tree,5310,1.3275e-05,1032211,0
SOMA,Hash,5410,1.3525e-05,3512535,2674640
SOMA,Tree,5410,1.3525e-05,10040584,2676160
MULT,Hash,5410,1.3525e-05,759316,897216
MULT,Tree,5410,1.3525e-05,2497585,376632
TRANS,Hash,5410,1.3525e-05,24,0
TRANS,Tree,5410,1.3525e-05,31,0
ESCALAR,Hash,5410,1.3525e-05,98797,0
ESCALAR,Tree,5410,1.3525e-05,159237,0
SET,Hash,5410,1.3525e-05,1392385,1650112
SET,Tree,5410,1.3525e-05,4299359,1440864
GET,Hash,5410,1.3525e-05,216945,0
GET,Tree,5410,1.3525e-05,1055478,0
SOMA,Hash,5510,1.3775e-05,3537130,2700240
SOMA,Tree,5510,1.3775e-05,10272775,2727248
MULT,Hash,5510,1.3775e-05,794201,911552
MULT,Tree,5510,1.3775e-05,2609564,404048
TRANS,Hash,5510,1.3775e-05,24,0
TRANS,Tree,5510,1.3775e-05,23,0
ESCALAR,Hash,5510,1.3775e-05,102767,0
ESCALAR,Tree,5510,1.3775e-05,157495,0
SET,Hash,5510,1.3775e-05,1459167,1662912
SET,Tree,5510,1.3775e-05,4307254,1463944
GET,Hash,5510,1.3775e-05,221808,0
GET,Tree,5510,1.3775e-05,1113612,0
SOMA,Hash,5610,1.4025e-05,3671544,2725840
SOMA,Tree,5610,1.4025e-05,10264010,2766544
MULT,Hash,5610,1.4025e-05,792144,913088
MULT,Tree,5610,1.4025e-05,2620846,412872
TRANS,Hash,5610,1.4025e-05,20,0
TRANS,Tree,5610,1.4025e-05,34,0
ESCALAR,Hash,5610,1.4025e-05,101958,0
ESCALAR,Tree,5610,1.4025e-05,163318,0
SET,Hash,5610,1.4025e-05,1448219,1675712
SET,Tree,5610,1.4025e-05,4367006,1491512
GET,Hash,5610,1.4025e-05,228740,0
GET,Tree,5610,1.4025e-05,1108071,0
SOMA,Hash,5710,1.4275e-05,3652042,2751440
SOMA,Tree,5710,1.4275e-05,10562459,2805224
MULT,Hash,5710,1.4275e-05,802992,916672
MULT,Tree,5710,1.4275e-05,2721852,418120
TRANS,Hash,5710,1.4275e-05,20,0
TRANS,Tree,5710,1.4275e-05,32,0
ESCALAR,Hash,5710,1.4275e-05,101096,0
ESCALAR,Tree,5710,1.4275e-05,168379,0
SET,Hash,5710,1.4275e-05,1501791,1688512
SET,Tree,5710,1.4275e-05,4487220,1509664
GET,Hash,5710,1.4275e-05,232837,0
GET,Tree,5710,1.4275e-05,1124731,0
SOMA,Hash,5810,1.4525e-05,3718697,2777040
SOMA,Tree,5810,1.4525e-05,10701970,2849712
MULT,Hash,5810,1.4525e-05,818393,927680
MULT,Tree,5810,1.4525e-05,2827700,439104
TRANS,Hash,5810,1.4525e-05,20,0
TRANS,Tree,5810,1.4525e-05,29,0
ESCALAR,Hash,5810,1.4525e-05,100001,0
ESCALAR,Tree,5810,1.4525e-05,168956,0
SET,Hash,5810,1.4525e-05,1483303,1701312
SET,Tree,5810,1.4525e-05,4641326,1544712
GET,Hash,5810,1.4525e-05,227363,0
GET,Tree,5810,1.4525e-05,1193529,0
SOMA,Hash,5910,1.4775e-05,3769391,2802640
SOMA,Tree,5910,1.4775e-05,11073958,2891648
MULT,Hash,5910,1.4775e-05,861678,940864
MULT,Tree,5910,1.4775e-05,2891270,461464
TRANS,Hash,5910,1.4775e-05,26,0
TRANS,Tree,5910,1.4775e-05,27,0
ESCALAR,Hash,5910,1.4775e-05,102255,0
ESCALAR,Tree,5910,1.4775e-05,174443,0
SET,Hash,5910,1.4775e-05,1495402,1714112
SET,Tree,5910,1.4775e-05,4719248,1567088
GET,Hash,5910,1.4775e-05,237693,0
GET,Tree,5910,1.4775e-05,1184856,0
SOMA,Hash,6010,1.5025e-05,3828243,2828240
SOMA,Tree,6010,1.5025e-05,11263127,2932968
MULT,Hash,6010,1.5025e-05,842296,934592
MULT,Tree,6010,1.5025e-05,2916668,450696
TRANS,Hash,6010,1.5025e-05,21,0
TRANS,Tree,6010,1.5025e-05,27,0
ESCALAR,Hash,6010,1.5025e-05,102784,0
ESCALAR,Tree,6010,1.5025e-05,178811,0
SET,Hash,6010,1.5025e-05,1526661,1726912
SET,Tree,6010,1.5025e-05,4724644,1580752
GET,Hash,6010,1.5025e-05,247031,0
GET,Tree,6010,1.5025e-05,1211889,0
SOMA,Hash,6110,1.5275e-05,3856408,2853840
SOMA,Tree,6110,1.5275e-05,11337974,2987928
MULT,Hash,6110,1.5275e-05,904827,958912
MULT,Tree,6110,1.5275e-05,3102413,497496
TRANS,Hash,6110,1.5275e-05,18,0
TRANS,Tree,6110,1.5275e-05,24,0
ESCALAR,Hash,6110,1.5275e-05,102362,0
ESCALAR,Tree,6110,1.5275e-05,181815,0
SET,Hash,6110,1.5275e-05,1556420,1739712
SET,Tree,6110,1.5275e-05,4803822,1611752
GET,Hash,6110,1.5275e-05,253677,0
GET,Tree,6110,1.5275e-05,1252782,0
SOMA,Hash,6210,1.5525e-05,3957231,2879440
SOMA,Tree,6210,1.5525e-05,11447916,3018336
MULT,Hash,6210,1.5525e-05,898259,959936
MULT,Tree,6210,1.5525e-05,3185870,495752
TRANS,Hash,6210,1.5525e-05,26,0
TRANS,Tree,6210,1.5525e-05,32,0
ESCALAR,Hash,6210,1.5525e-05,103673,0
ESCALAR,Tree,6210,1.5525e-05,181979,0
SET,Hash,6210,1.5525e-05,1555989,1752512
SET,Tree,6210,1.5525e-05,4881816,1640904
GET,Hash,6210,1.5525e-05,260474,0
GET,Tree,6210,1.5525e-05,1242573,0
SOMA,Hash,6310,1.5775e-05,3974932,2905040
SOMA,Tree,6310,1.5775e-05,11767395,3055696
MULT,Hash,6310,1.5775e-05,934211,969280
MULT,Tree,6310,1.5775e-05,3238072,516776
TRANS,Hash,6310,1.5775e-05,26,0
TRANS,Tree,6310,1.5775e-05,38,0
ESCALAR,Hash,6310,1.5775e-05,111515,0
ESCALAR,Tree,6310,1.5775e-05,184503,0
SET,Hash,6310,1.5775e-05,1578655,1765312
SET,Tree,6310,1.5775e-05,5027411,1661080
GET,Hash,6310,1.5775e-05,267828,0
GET,Tree,6310,1.5775e-05,1259359,0
SOMA,Hash,6410,1.6025e-05,4050741,2930640
SOMA,Tree,6410,1.6025e-05,11756678,3092968
MULT,Hash,6410,1.6025e-05,936918,971968
MULT,Tree,6410,1.6025e-05,3279734,522208
TRANS,Hash,6410,1.6025e-05,19,0
TRANS,Tree,6410,1.6025e-05,29,0
ESCALAR,Hash,6410,1.6025e-05,104984,0
ESCALAR,Tree,6410,1.6025e-05,188825,0
SET,Hash,6410,1.6025e-05,1602959,1778112
SET,Tree,6410,1.6025e-05,5075553,1684248
GET,Hash,6410,1.6025e-05,250519,0
GET,Tree,6410,1.6025e-05,1354061,0
SOMA,Hash,6510,1.6275e-05,4109868,2956240
SOMA,Tree,6510,1.6275e-05,12052370,3151360
MULT,Hash,6510,1.6275e-05,960563,982464
MULT,Tree,6510,1.6275e-05,3341734,543712
TRANS,Hash,6510,1.6275e-05,19,0
TRANS,Tree,6510,1.6275e-05,34,0
ESCALAR,Hash,6510,1.6275e-05,111067,0
ESCALAR,Tree,6510,1.6275e-05,193610,0
SET,Hash,6510,1.6275e-05,1672018,1790912
SET,Tree,6510,1.6275e-05,5166709,1700728
GET,Hash,6510,1.6275e-05,277414,0
GET,Tree,6510,1.6275e-05,1334119,0
SOMA,Hash,6610,1.6525e-05,4126797,2981840
SOMA,Tree,6610,1.6525e-05,12187628,3184408
MULT,Hash,6610,1.6525e-05,985817,991168
MULT,Tree,6610,1.6525e-05,3495456,558016
TRANS,Hash,6610,1.6525e-05,47,0
TRANS,Tree,6610,1.6525e-05,35,0
ESCALAR,Hash,6610,1.6525e-05,108215,0
ESCALAR,Tree,6610,1.6525e-05,193548,0
SET,Hash,6610,1.6525e-05,1683999,1803712
SET,Tree,6610,1.6525e-05,5225351,1729528
GET,Hash,6610,1.6525e-05,281280,0
GET,Tree,6610,1.6525e-05,1335922,0
SOMA,Hash,6710,1.6775e-05,4215325,3007312
SOMA,Tree,6710,1.6775e-05,12439309,3226936
MULT,Hash,6710,1.6775e-05,1000764,996032
MULT,Tree,6710,1.6775e-05,3515026,565176
TRANS,Hash,6710,1.6775e-05,26,0
TRANS,Tree,6710,1.6775e-05,31,0
ESCALAR,Hash,6710,1.6775e-05,107566,0
ESCALAR,Tree,6710,1.6775e-05,198684,0
SET,Hash,6710,1.6775e-05,1742804,1816512
SET,Tree,6710,1.6775e-05,5332757,1756304
GET,Hash,6710,1.6775e-05,267533,0
GET,Tree,6710,1.6775e-05,1358034,0
SOMA,Hash,6810,1.7025e-05,4251909,3033040
SOMA,Tree,6810,1.7025e-05,12620206,3265112
MULT,Hash,6810,1.7025e-05,1015559,997312
MULT,Tree,6810,1.7025e-05,3524373,567176
TRANS,Hash,6810,1.7025e-05,19,0
TRANS,Tree,6810,1.7025e-05,31,0
ESCALAR,Hash,6810,1.7025e-05,111162,0
ESCALAR,Tree,6810,1.7025e-05,200174,0
SET,Hash,6810,1.7025e-05,1708902,1829312
SET,Tree,6810,1.7025e-05,5393809,1776920
GET,Hash,6810,1.7025e-05,296390,0
GET,Tree,6810,1.7025e-05,1364194,0
SOMA,Hash,6910,1.7275e-05,4323277,3058640
SOMA,Tree,6910,1.7275e-05,12894239,3301504
MULT,Hash,6910,1.7275e-05,1098406,1103280
MULT,Tree,6910,1.7275e-05,3748563,612792
TRANS,Hash,6910,1.7275e-05,19,0
TRANS,Tree,6910,1.7275e-05,33,0
ESCALAR,Hash,6910,1.7275e-05,116157,0
ESCALAR,Tree,6910,1.7275e-05,207465,0
SET,Hash,6910,1.7275e-05,1716985,1842112
SET,Tree,6910,1.7275e-05,5482091,1802376
GET,Hash,6910,1.7275e-05,294636,0
GET,Tree,6910,1.7275e-05,1393930,0
SOMA,Hash,7010,1.7525e-05,4383699,3084240
SOMA,Tree,7010,1.7525e-05,13122523,3335872
MULT,Hash,7010,1.7525e-05,1032037,1011776
MULT,Tree,7010,1.7525e-05,3725020,595408
TRANS,Hash,7010,1.7525e-05,18,0
TRANS,Tree,7010,1.7525e-05,27,0
ESCALAR,Hash,7010,1.7525e-05,112031,0
ESCALAR,Tree,7010,1.7525e-05,211269,0
SET,Hash,7010,1.7525e-05,1778189,1854912
SET,Tree,7010,1.7525e-05,5565001,1824488
GET,Hash,7010,1.7525e-05,300715,0
GET,Tree,7010,1.7525e-05,1418756,0
SOMA,Hash,7110,1.7775e-05,4467579,3109840
SOMA,Tree,7110,1.7775e-05,13145961,3382912
MULT,Hash,7110,1.7775e-05,1118798,1110192
MULT,Tree,7110,1.7775e-05,3845054,630368
TRANS,Hash,7110,1.7775e-05,19,0
TRANS,Tree,7110,1.7775e-05,26,0
ESCALAR,Hash,7110,1.7775e-05,111330,0
ESCALAR,Tree,7110,1.7775e-05,212973,0
SET,Hash,7110,1.7775e-05,1776864,1867712
SET,Tree,7110,1.7775e-05,5629764,1845808
GET,Hash,7110,1.7775e-05,301484,0
GET,Tree,7110,1.7775e-05,1459825,0
SOMA,Hash,7210,1.8025e-05,4534097,3135440
SOMA,Tree,7210,1.8025e-05,13533106,3426608
MULT,Hash,7210,1.8025e-05,1194794,1130800
MULT,Tree,7210,1.8025e-05,4069671,660368
TRANS,Hash,7210,1.8025e-05,19,0
TRANS,Tree,7210,1.8025e-05,33,0
ESCALAR,Hash,7210,1.8025e-05,116360,0
ESCALAR,Tree,7210,1.8025e-05,217965,0
SET,Hash,7210,1.8025e-05,1800151,1880512
SET,Tree,7210,1.8025e-05,5739084,1876984
GET,Hash,7210,1.8025e-05,300318,0
GET,Tree,7210,1.8025e-05,1474298,0
SOMA,Hash,7310,1.8275e-05,4564358,3161040
SOMA,Tree,7310,1.8275e-05,13436129,3457456
MULT,Hash,7310,1.8275e-05,1203947,1137072
MULT,Tree,7310,1.8275e-05,4094368,674568
TRANS,Hash,7310,1.8275e-05,19,0
TRANS,Tree,7310,1.8275e-05,28,0
ESCALAR,Hash,7310,1.8275e-05,119595,0
ESCALAR,Tree,7310,1.8275e-05,218510,0
SET,Hash,7310,1.8275e-05,1826453,1893312
SET,Tree,7310,1.8275e-05,5760069,1895312
GET,Hash,7310,1.8275e-05,300664,0
GET,Tree,7310,1.8275e-05,1482280,0
SOMA,Hash,7410,1.8525e-05,4636162,3186640
SOMA,Tree,7410,1.8525e-05,13752264,3507048
MULT,Hash,7410,1.8525e-05,1189599,1141296
MULT,Tree,7410,1.8525e-05,4149230,684952
TRANS,Hash,7410,1.8525e-05,19,0
TRANS,Tree,7410,1.8525e-05,26,0
ESCALAR,Hash,7410,1.8525e-05,119867,0
ESCALAR,Tree,7410,1.8525e-05,224413,0
SET,Hash,7410,1.8525e-05,1855730,1906112
SET,Tree,7410,1.8525e-05,5862405,1916808
GET,Hash,7410,1.8525e-05,309330,0
GET,Tree,7410,1.8525e-05,1563974,0
SOMA,Hash,7510,1.8775e-05,4708052,3212240
SOMA,Tree,7510,1.8775e-05,14119075,3541416
MULT,Hash,7510,1.8775e-05,1224130,1158448
MULT,Tree,7510,1.8775e-05,4357545,715536
TRANS,Hash,7510,1.8775e-05,18,0
TRANS,Tree,7510,1.8775e-05,32,0
ESCALAR,Hash,7510,1.8775e-05,114790,0
ESCALAR,Tree,7510,1.8775e-05,226852,0
SET,Hash,7510,1.8775e-05,1868009,1918912
SET,Tree,7510,1.8775e-05,6167171,1950624
GET,Hash,7510,1.8775e-05,319329,0
GET,Tree,7510,1.8775e-05,1532472,0
SOMA,Hash,7610,1.9025e-05,4722153,3237840
SOMA,Tree,7610,1.9025e-05,14084538,3585992
MULT,Hash,7610,1.9025e-05,1278941,1173808
MULT,Tree,7610,1.9025e-05,4497996,739184
TRANS,Hash,7610,1.9025e-05,24,0
TRANS,Tree,7610,1.9025e-05,32,0
ESCALAR,Hash,7610,1.9025e-05,118621,0
ESCALAR,Tree,7610,1.9025e-05,227864,0
SET,Hash,7610,1.9025e-05,1904192,1931712
SET,Tree,7610,1.9025e-05,6117345,1962352
GET,Hash,7610,1.9025e-05,328646,0
GET,Tree,7610,1.9025e-05,1545311,0
SOMA,Hash,7710,1.9275e-05,4826767,3263440
SOMA,Tree,7710,1.9275e-05,14341242,3622472
MULT,Hash,7710,1.9275e-05,1252600,1168176
MULT,Tree,7710,1.9275e-05,4471396,732496
TRANS,Hash,7710,1.9275e-05,19,0
TRANS,Tree,7710,1.9275e-05,38,0
ESCALAR,Hash,7710,1.9275e-05,121763,0
ESCALAR,Tree,7710,1.9275e-05,232489,0
SET,Hash,7710,1.9275e-05,1939172,1944512
SET,Tree,7710,1.9275e-05,6195083,1986576
GET,Hash,7710,1.9275e-05,328499,0
GET,Tree,7710,1.9275e-05,1589843,0
SOMA,Hash,7810,1.9525e-05,4833639,3289040
SOMA,Tree,7810,1.9525e-05,14583327,3653496
MULT,Hash,7810,1.9525e-05,1278203,1180976
MULT,Tree,7810,1.9525e-05,4617385,753728
TRANS,Hash,7810,1.9525e-05,19,0
TRANS,Tree,7810,1.9525e-05,24,0
ESCALAR,Hash,7810,1.9525e-05,124882,0
ESCALAR,Tree,7810,1.9525e-05,236207,0
SET,Hash,7810,1.9525e-05,1966665,1957312
SET,Tree,7810,1.9525e-05,6293796,2010976
GET,Hash,7810,1.9525e-05,336490,0
GET,Tree,7810,1.9525e-05,1609202,0
SOMA,Hash,7910,1.9775e-05,4882771,3314512
SOMA,Tree,7910,1.9775e-05,14738567,3695232
MULT,Hash,7910,1.9775e-05,1349259,1202480
MULT,Tree,7910,1.9775e-05,4785708,793048
TRANS,Hash,7910,1.9775e-05,19,0
TRANS,Tree,7910,1.9775e-05,32,0
ESCALAR,Hash,7910,1.9775e-05,118742,0
ESCALAR,Tree,7910,1.9775e-05,252417,0
SET,Hash,7910,1.9775e-05,1999542,1970112
SET,Tree,7910,1.9775e-05,6271522,2033440
GET,Hash,7910,1.9775e-05,329901,0
GET,Tree,7910,1.9775e-05,1669039,0
SOMA,Hash,8010,2.0025e-05,4916402,3340240
SOMA,Tree,8010,2.0025e-05,15375555,3728656
MULT,Hash,8010,2.0025e-05,1313172,1200304
MULT,Tree,8010,2.0025e-05,4792769,788592
TRANS,Hash,8010,2.0025e-05,19,0
TRANS,Tree,8010,2.0025e-05,24,0
ESCALAR,Hash,8010,2.0025e-05,127508,0
ESCALAR,Tree,8010,2.0025e-05,243333,0
SET,Hash,8010,2.0025e-05,2020423,1982912
SET,Tree,8010,2.0025e-05,6398239,2055288
GET,Hash,8010,2.0025e-05,350975,0
GET,Tree,8010,2.0025e-05,1663117,0
SOMA,Hash,8110,2.0275e-05,5022139,3365712
SOMA,Tree,8110,2.0275e-05,15175928,3776816
MULT,Hash,8110,2.0275e-05,1363555,1218992
MULT,Tree,8110,2.0275e-05,4972839,825976
TRANS,Hash,8110,2.0275e-05,19,0
TRANS,Tree,8110,2.0275e-05,31,0
ESCALAR,Hash,8110,2.0275e-05,120721,0
ESCALAR,Tree,8110,2.0275e-05,246908,0
SET,Hash,8110,2.0275e-05,2039577,1995712
SET,Tree,8110,2.0275e-05,6493250,2084264
GET,Hash,8110,2.0275e-05,351287,0
GET,Tree,8110,2.0275e-05,1726391,0
SOMA,Hash,8210,2.0525e-05,5078062,3391440
SOMA,Tree,8210,2.0525e-05,15324763,3814816
MULT,Hash,8210,2.0525e-05,1393372,1223728
MULT,Tree,8210,2.0525e-05,4990280,827832
TRANS,Hash,8210,2.0525e-05,25,0
TRANS,Tree,8210,2.0525e-05,35,0
ESCALAR,Hash,8210,2.0525e-05,120667,0
ESCALAR,Tree,8210,2.0525e-05,253702,0
SET,Hash,8210,2.0525e-05,2092886,2008512
SET,Tree,8210,2.0525e-05,6678366,2101448
GET,Hash,8210,2.0525e-05,383638,0
GET,Tree,8210,2.0525e-05,1690975,0
SOMA,Hash,8310,2.0775e-05,5089590,3417040
SOMA,Tree,8310,2.0775e-05,15709732,3851384
MULT,Hash,8310,2.0775e-05,1427944,1235376
MULT,Tree,8310,2.0775e-05,5115577,850432
TRANS,Hash,8310,2.0775e-05,19,0
TRANS,Tree,8310,2.0775e-05,28,0
ESCALAR,Hash,8310,2.0775e-05,121629,0
ESCALAR,Tree,8310,2.0775e-05,255187,0
SET,Hash,8310,2.0775e-05,2060796,2021312
SET,Tree,8310,2.0775e-05,6671804,2127960
GET,Hash,8310,2.0775e-05,357088,0
GET,Tree,8310,2.0775e-05,1755278,0
SOMA,Hash,8410,2.1025e-05,5206252,3442640
SOMA,Tree,8410,2.1025e-05,15692938,3892968
MULT,Hash,8410,2.1025e-05,1459952,1249840
MULT,Tree,8410,2.1025e-05,5262724,875496
TRANS,Hash,8410,2.1025e-05,19,0
TRANS,Tree,8410,2.1025e-05,38,0
ESCALAR,Hash,8410,2.1025e-05,124380,0
ESCALAR,Tree,8410,2.1025e-05,256123,0
SET,Hash,8410,2.1025e-05,2072727,2034112
SET,Tree,8410,2.1025e-05,6753682,2151216
GET,Hash,8410,2.1025e-05,368259,0
GET,Tree,8410,2.1025e-05,1721364,0
SOMA,Hash,8510,2.1275e-05,5204796,3468240
SOMA,Tree,8510,2.1275e-05,15862972,3924696
MULT,Hash,8510,2.1275e-05,1466286,1262512
MULT,Tree,8510,2.1275e-05,5388013,896792
TRANS,Hash,8510,2.1275e-05,19,0
TRANS,Tree,8510,2.1275e-05,24,0
ESCALAR,Hash,8510,2.1275e-05,126267,0
ESCALAR,Tree,8510,2.1275e-05,255704,0
SET,Hash,8510,2.1275e-05,2155966,2046912
SET,Tree,8510,2.1275e-05,6835234,2175176
GET,Hash,8510,2.1275e-05,379294,0
GET,Tree,8510,2.1275e-05,1740704,0
SOMA,Hash,8610,2.1525e-05,5297226,3493712
SOMA,Tree,8610,2.1525e-05,16078086,3963528
MULT,Hash,8610,2.1525e-05,1454887,1254960
MULT,Tree,8610,2.1525e-05,5334907,887544
TRANS,Hash,8610,2.1525e-05,19,0
TRANS,Tree,8610,2.1525e-05,23,0
ESCALAR,Hash,8610,2.1525e-05,126753,0
ESCALAR,Tree,8610,2.1525e-05,267520,0
SET,Hash,8610,2.1525e-05,2141597,2059712
SET,Tree,8610,2.1525e-05,6983415,2189896
GET,Hash,8610,2.1525e-05,377866,0
GET,Tree,8610,2.1525e-05,1792066,0
SOMA,Hash,8710,2.1775e-05,5391538,3519312
SOMA,Tree,8710,2.1775e-05,16276620,3988832
MULT,Hash,8710,2.1775e-05,1552313,1288240
MULT,Tree,8710,2.1775e-05,5589734,943328
TRANS,Hash,8710,2.1775e-05,18,0
TRANS,Tree,8710,2.1775e-05,25,0
ESCALAR,Hash,8710,2.1775e-05,125445,0
ESCALAR,Tree,8710,2.1775e-05,268250,0
SET,Hash,8710,2.1775e-05,2191352,2072512
SET,Tree,8710,2.1775e-05,7058402,2228200
GET,Hash,8710,2.1775e-05,382476,0
